,Gene ID,Log2Ratio,p-value,Max RPKM,Entrez To,Official Gene Symbol To,Species,Gene Name
2544,NR_015445,-1.27,0.05,414.02,286076,LINC02878,Homo sapiens,long intergenic non-protein coding RNA 2878(LINC02878)
2551,NM_182563,-1.58,0.0387,1160.04,283870,BRICD5,Homo sapiens,BRICHOS domain containing 5(BRICD5)
2568,NM_033656,-1.62,0.0231,72211.2,54014,BRWD1,Homo sapiens,bromodomain and WD repeat domain containing 1(BRWD1)
2584,NM_017688,-10.2,5.71e-05,28277.88,54836,BSPRY,Homo sapiens,B-box and SPRY domain containing(BSPRY)
2607,NM_001729,-3.8,0.0395,238.53,685,BTC,Homo sapiens,betacellulin(BTC)
2618,NM_006763,-4.54,0.0471,70388.04,7832,BTG2,Homo sapiens,BTG anti-proliferation factor 2(BTG2)
2668,NM_018017,-3.6,0.005,4782.26,55088,CCDC186,Homo sapiens,coiled-coil domain containing 186(CCDC186)
2679,NM_145306,-3.3,0.039,6763.68,219738,FAM241B,Homo sapiens,family with sequence similarity 241 member B(FAM241B)
2687,NM_144661,-7.29,0.0387,156.27,143379,SPMIP5,Homo sapiens,sperm microtubule inner protein 5(SPMIP5)
2690,NM_024886,-2.21,0.000455,1750.14,79946,C10orf95,Homo sapiens,chromosome 10 open reading frame 95(C10orf95)
2697,NM_173573,-2.49,0.0022,1348.53,256329,LMNTD2,Homo sapiens,lamin tail domain containing 2(LMNTD2)
2702,NM_024113,-1.25,0.00548,17752.56,79096,CSTPP1,Homo sapiens,centriolar satellite-associated tubulin polyglutamylase complex regulator 1(CSTPP1)
2705,NM_080659,-13.97,0.0207,15189.82,91894,C11orf52,Homo sapiens,chromosome 11 open reading frame 52(C11orf52)
2713,NM_024806,-3.52,0.000232,3036.82,79864,JHY,Homo sapiens,junctional cadherin complex regulator(JHY)
2714,NM_199124,-1.79,0.013,1171.48,79864,JHY,Homo sapiens,junctional cadherin complex regulator(JHY)
2720,NR_024596,-1.66,0.00209,735.56,51501,HIKESHI,Homo sapiens,heat shock protein nuclear import factor hikeshi(HIKESHI)
2721,NR_024597,-1.22,0.00788,654.27,51501,HIKESHI,Homo sapiens,heat shock protein nuclear import factor hikeshi(HIKESHI)
2744,NM_001099336,-5.88,0.0372,58.78,374470,C12orf42,Homo sapiens,chromosome 12 open reading frame 42(C12orf42)
2760,NM_152440,-1.77,0.00638,12419.3,144577,KICS2,Homo sapiens,KICSTOR subunit 2(KICS2)
2764,NM_001037671,-3.79,0.048,13.79,440107,PLEKHG7,Homo sapiens,pleckstrin homology and RhoGEF domain containing G7(PLEKHG7)
2789,NM_001017923,-1.11,0.00844,3117.03,122525,C14orf28,Homo sapiens,chromosome 14 open reading frame 28(C14orf28)
2797,NM_021944,-1.33,0.0348,4349.13,60686,C14orf93,Homo sapiens,chromosome 14 open reading frame 93(C14orf93)
2801,NM_152335,-3.08,0.000872,36.57,123591,TMEM266,Homo sapiens,transmembrane protein 266(TMEM266)
2803,NR_028330,-1.4,0.0245,5542.78,283687,ST20-AS1,Homo sapiens,ST20 antisense RNA 1(ST20-AS1)
2832,NM_001214,-3.46,0.0274,1049.81,750,GAS8-AS1,Homo sapiens,GAS8 antisense RNA 1(GAS8-AS1)
2838,NM_175900,-1.4,0.0465,111.8,283897,C16orf54,Homo sapiens,chromosome 16 open reading frame 54(C16orf54)
2856,NM_001014979,-1.23,0.0216,2625.49,90835,CFAP119,Homo sapiens,cilia and flagella associated protein 119(CFAP119)
2864,NM_001038704,-2.93,0.0338,161.52,5414,SEPTIN4,Homo sapiens,septin 4(SEPTIN4)
2871,NM_181655,-1.87,0.00633,18485.79,284018,C17orf58,Homo sapiens,chromosome 17 open reading frame 58(C17orf58)
2872,NM_181656,-1.74,0.0295,9712.6,284018,C17orf58,Homo sapiens,chromosome 17 open reading frame 58(C17orf58)
2884,NM_152460,-1.76,0.0092,133.82,146723,CD300LD-AS1,Homo sapiens,CD300LD antisense RNA 1(CD300LD-AS1)
2918,NM_198534,-1.93,0.0449,181.21,374877,SAXO5,Homo sapiens,stabilizer of axonemal microtubules 5(SAXO5)
2920,NM_199249,-2.07,0.017,1490.88,84798,C19orf48P,Homo sapiens,"chromosome 19 open reading frame 48, pseudogene(C19orf48P)"
2948,NM_182581,-3.55,0.0323,175.63,284680,SPATA46,Homo sapiens,spermatogenesis associated 46(SPATA46)
2956,NM_173507,-6.71,0.0164,77.46,148345,C1orf127,Homo sapiens,chromosome 1 open reading frame 127(C1orf127)
2965,NM_152365,-8.19,7.11e-07,10868.52,126695,KDF1,Homo sapiens,keratinocyte differentiation factor 1(KDF1)
2975,NM_001122961,-5.44,0.0141,43.55,127003,CFAP276,Homo sapiens,cilia and flagella associated protein 276(CFAP276)
2982,NM_182517,-5.96,0.00204,9290.93,149466,C1orf210,Homo sapiens,chromosome 1 open reading frame 210(C1orf210)
2998,NM_015449,-1.18,0.0274,35301.99,25912,C1orf43,Homo sapiens,chromosome 1 open reading frame 43(C1orf43)
3005,NM_017860,-1.81,0.0425,9256.39,54964,C1orf56,Homo sapiens,chromosome 1 open reading frame 56(C1orf56)
3009,NM_152610,-5.56,0.0365,114.12,164127,CCDC185,Homo sapiens,coiled-coil domain containing 185(CCDC185)
3032,NM_030945,-2.13,0.0462,595.39,114899,C1QTNF3,Homo sapiens,C1q and TNF related 3(C1QTNF3)
3034,NM_031910,-4.23,0.0382,30808.0,114904,C1QTNF6,Homo sapiens,C1q and TNF related 6(C1QTNF6)
3109,NM_001136003,-6.4,1.59e-05,964.41,100191040,C2CD4D,Homo sapiens,C2 calcium dependent domain containing 4D(C2CD4D)
3111,NM_144706,-4.31,5.97e-06,3483.11,150590,C2orf15,Homo sapiens,chromosome 2 open reading frame 15(C2orf15)
3142,NM_001145054,-1.52,0.0105,3792.87,388963,C2orf81,Homo sapiens,chromosome 2 open reading frame 81(C2orf81)
3155,NM_032137,-3.3,0.0222,9.83,84077,C3orf20,Homo sapiens,chromosome 3 open reading frame 20(C3orf20)
3159,NM_173657,-1.54,0.00483,1607.8,285315,C3orf33,Homo sapiens,chromosome 3 open reading frame 33(C3orf33)
3205,NM_001735,-1.96,0.00227,4135.56,727,C5,Homo sapiens,complement C5(C5)
3207,NM_018485,-6.65,0.0366,3331.21,27202,C5AR2,Homo sapiens,complement C5a receptor 2(C5AR2)
3255,NM_024573,-3.07,0.0296,139829.69,79624,ARMT1,Homo sapiens,acidic residue methyltransferase 1(ARMT1)
3273,NM_152734,-2.8,0.00193,12424.52,221477,C6orf89,Homo sapiens,chromosome 6 open reading frame 89(C6orf89)
3293,NM_001123065,-1.14,0.0358,143.85,401335,LINC02902,Homo sapiens,long intergenic non-protein coding RNA 2902(LINC02902)
3307,NM_013257,-3.77,0.00675,23625.55,23678,SGK3,Homo sapiens,serum/glucocorticoid regulated kinase family member 3(SGK3)
3308,NM_001033578,-3.14,0.018,11811.47,23678,SGK3,Homo sapiens,serum/glucocorticoid regulated kinase family member 3(SGK3)
3309,NM_170709,-2.29,0.0201,2080.41,23678,SGK3,Homo sapiens,serum/glucocorticoid regulated kinase family member 3(SGK3)
3323,NM_001012715,-6.96,0.0159,518.64,414318,LINC02913,Homo sapiens,long intergenic non-protein coding RNA 2913(LINC02913)
3336,NM_001012993,-8.83,0.036,53225.5,401546,C9orf152,Homo sapiens,chromosome 9 open reading frame 152(C9orf152)
3339,NM_024112,-1.01,0.00414,14552.39,79095,BBLN,Homo sapiens,bublin coiled coil protein(BBLN)
3345,NM_001004353,-3.69,0.00172,66.3,441476,STPG3,Homo sapiens,sperm-tail PG-rich repeat containing 3(STPG3)
3359,NM_152569,-7.57,0.00678,897.37,157983,DOCK8-AS1,Homo sapiens,DOCK8 antisense RNA 1(DOCK8-AS1)
3369,NM_153045,-1.42,0.00747,29280.38,203197,TMEM268,Homo sapiens,transmembrane protein 268(TMEM268)
3376,NM_001218,-1.5,0.0197,2183.1,771,CA12,Homo sapiens,carbonic anhydrase 12(CA12)
3388,NM_004056,-4.01,0.0287,13504.95,767,CA8,Homo sapiens,carbonic anhydrase 8(CA8)
3394,NM_030925,-4.1,0.00583,11642.61,81617,CAB39L,Homo sapiens,calcium binding protein 39 like(CAB39L)
3397,NM_001100619,-1.49,0.00835,38295.47,91768,CABLES1,Homo sapiens,Cdk5 and Abl enzyme substrate 1(CABLES1)
3414,NM_017586,-3.76,0.00223,20022.23,11094,CACFD1,Homo sapiens,calcium channel flower domain containing 1(CACFD1)
3415,NM_001135775,-3.36,0.0384,8057.35,11094,CACFD1,Homo sapiens,calcium channel flower domain containing 1(CACFD1)
3440,NM_001128839,-9.44,0.00468,9120.52,776,CACNA1D,Homo sapiens,calcium voltage-gated channel subunit alpha1 D(CACNA1D)
3442,NM_001128840,-5.32,2.77e-06,525.11,776,CACNA1D,Homo sapiens,calcium voltage-gated channel subunit alpha1 D(CACNA1D)
3480,NM_000725,-1.17,0.0482,7257.46,784,CACNB3,Homo sapiens,calcium voltage-gated channel auxiliary subunit beta 3(CACNB3)
3525,NM_005831,-1.38,0.0141,95256.81,10241,CALCOCO2,Homo sapiens,calcium binding and coiled-coil domain 2(CALCOCO2)
3545,NM_001017440,-2.25,0.0279,50.95,83698,CALN1,Homo sapiens,calneuron 1(CALN1)
3558,NM_172081,-7.06,0.0254,1573.44,816,CAMK2B,Homo sapiens,calcium/calmodulin dependent protein kinase II beta(CAMK2B)
3559,NM_172080,-6.58,0.0379,1385.29,816,CAMK2B,Homo sapiens,calcium/calmodulin dependent protein kinase II beta(CAMK2B)
3560,NM_172084,-6.15,0.0159,721.3,816,CAMK2B,Homo sapiens,calcium/calmodulin dependent protein kinase II beta(CAMK2B)
3562,NM_172083,-5.25,0.0219,396.72,816,CAMK2B,Homo sapiens,calcium/calmodulin dependent protein kinase II beta(CAMK2B)
3563,NM_172082,-4.85,0.0285,229.19,816,CAMK2B,Homo sapiens,calcium/calmodulin dependent protein kinase II beta(CAMK2B)
3564,NM_172078,-4.8,0.00594,271.0,816,CAMK2B,Homo sapiens,calcium/calmodulin dependent protein kinase II beta(CAMK2B)
3577,NM_018584,-1.47,0.0101,58208.98,55450,CAMK2N1,Homo sapiens,calcium/calmodulin dependent protein kinase II inhibitor 1(CAMK2N1)
3583,NM_153500,-2.29,0.000743,5952.25,10645,CAMKK2,Homo sapiens,calcium/calmodulin dependent protein kinase kinase 2(CAMKK2)
3584,NM_172216,-2.21,0.000634,8976.54,10645,CAMKK2,Homo sapiens,calcium/calmodulin dependent protein kinase kinase 2(CAMKK2)
3585,NM_172226,-2.2,0.00229,11400.38,10645,CAMKK2,Homo sapiens,calcium/calmodulin dependent protein kinase kinase 2(CAMKK2)
3596,NM_020902,-7.86,0.000118,27328.13,57662,CAMSAP3,Homo sapiens,calmodulin regulated spectrin associated protein family member 3(CAMSAP3)
3597,NM_001080429,-3.69,0.00719,1440.42,57662,CAMSAP3,Homo sapiens,calmodulin regulated spectrin associated protein family member 3(CAMSAP3)
3605,NM_138793,-1.78,0.0112,110177.61,124583,CANT1,Homo sapiens,calcium activated nucleotidase 1(CANT1)
3657,NM_024110,-5.82,0.0222,6973.9,79092,CARD14,Homo sapiens,caspase recruitment domain family member 14(CARD14)
3658,NM_052819,-4.6,0.0107,605.92,79092,CARD14,Homo sapiens,caspase recruitment domain family member 14(CARD14)
3667,NM_024744,-2.04,0.0311,1271.32,79800,CARF,Homo sapiens,calcium responsive transcription factor(CARF)
3672,NM_020811,-1.38,0.0371,1726.08,57571,CARNS1,Homo sapiens,carnosine synthase 1(CARNS1)
3684,NR_026941,-1.89,0.00655,605.12,255082,CASC2,Homo sapiens,cancer susceptibility 2(CASC2)
3685,NR_026939,-1.0,0.0351,400.28,255082,CASC2,Homo sapiens,cancer susceptibility 2(CASC2)
3694,NM_001126055,-1.17,0.0207,32037.25,8573,CASK,Homo sapiens,calcium/calmodulin dependent serine protein kinase(CASK)
3697,NM_020764,-3.84,0.005,5913.71,57524,CASKIN1,Homo sapiens,CASK interacting protein 1(CASKIN1)
3698,NM_020753,-1.76,0.00485,44200.81,57513,CASKIN2,Homo sapiens,CASK interacting protein 2(CASKIN2)
3709,NM_012114,-3.41,0.0177,59.26,23581,CASP14,Homo sapiens,caspase 14(CASP14)
3751,NM_001079843,-4.31,2.01e-05,45525.49,54897,CASZ1,Homo sapiens,castor zinc finger 1(CASZ1)
3752,NM_017766,-1.48,0.0351,5492.38,54897,CASZ1,Homo sapiens,castor zinc finger 1(CASZ1)
3753,NM_001752,-1.14,0.0429,52493.24,847,CAT,Homo sapiens,catalase(CAT)
3755,NM_054020,-5.37,0.039,512.37,117155,CATSPER2,Homo sapiens,cation channel sperm associated 2(CATSPER2)
3756,NM_172097,-4.95,0.00448,311.88,117155,CATSPER2,Homo sapiens,cation channel sperm associated 2(CATSPER2)
3763,NM_021185,-3.28,0.0136,316.93,57828,CATSPERG,Homo sapiens,cation channel sperm associated auxiliary subunit gamma(CATSPERG)
3772,NM_175931,-10.63,0.046,19359.15,863,CBFA2T3,Homo sapiens,CBFA2/RUNX1 partner transcriptional co-repressor 3(CBFA2T3)
3773,NM_005187,-5.84,7.05e-08,859.71,863,CBFA2T3,Homo sapiens,CBFA2/RUNX1 partner transcriptional co-repressor 3(CBFA2T3)
3800,NM_032647,-2.83,0.00294,2088.45,84733,CBX2,Homo sapiens,chromobox 2(CBX2)
3801,NM_005189,-2.19,0.0111,88458.02,84733,CBX2,Homo sapiens,chromobox 2(CBX2)
3804,NM_003655,-2.0,0.000163,73604.29,8535,CBX4,Homo sapiens,chromobox 4(CBX4)
3809,NM_175709,-1.15,0.0405,11634.69,23492,CBX7,Homo sapiens,chromobox 7(CBX7)
3810,NM_020649,-1.61,5.65e-07,10683.43,57332,CBX8,Homo sapiens,chromobox 8(CBX8)
3840,NM_001145411,-2.03,0.0109,385.9,256309,CCDC110,Homo sapiens,coiled-coil domain containing 110(CCDC110)
3851,NM_001163323,-6.12,1.37e-05,19383.28,90060,CCDC120,Homo sapiens,coiled-coil domain containing 120(CCDC120)
3852,NM_033626,-2.57,0.00173,3375.21,90060,CCDC120,Homo sapiens,coiled-coil domain containing 120(CCDC120)
3861,NM_176816,-2.81,0.000648,15447.66,202243,CCDC125,Homo sapiens,coiled-coil domain containing 125(CCDC125)
3882,NM_138803,-2.12,0.0161,142.71,130940,CCDC148,Homo sapiens,coiled-coil domain containing 148(CCDC148)
3883,NM_001130726,-2.56,0.0181,7072.19,91050,CCDC149,Homo sapiens,coiled-coil domain containing 149(CCDC149)
3884,NM_173463,-2.24,0.024,1121.45,91050,CCDC149,Homo sapiens,coiled-coil domain containing 149(CCDC149)
3888,NM_001134848,-4.92,0.00517,8833.16,100129792,CCDC152,Homo sapiens,coiled-coil domain containing 152(CCDC152)
3890,NM_001143980,-2.7,0.00677,582.18,645811,CCDC154,Homo sapiens,coiled-coil domain containing 154(CCDC154)
3892,NM_001017437,-1.17,0.0145,3782.4,550631,CCDC157,Homo sapiens,coiled-coil domain containing 157(CCDC157)
3894,NM_001080503,-2.0,0.0178,750.77,126075,CCDC159,Homo sapiens,coiled-coil domain containing 159(CCDC159)
3907,NM_025059,-8.7,0.0383,31703.94,80129,CCDC170,Homo sapiens,coiled-coil domain containing 170(CCDC170)
3919,NM_001039374,-4.43,0.00425,1817.71,84960,CCDC183,Homo sapiens,coiled-coil domain containing 183(CCDC183)
3920,NR_024580,-2.84,4.4e-05,7319.75,100131193,CCDC183-AS1,Homo sapiens,CCDC183 antisense RNA 1(CCDC183-AS1)
3922,NM_014008,-3.26,0.00741,10826.79,28952,CCDC22,Homo sapiens,coiled-coil domain containing 22(CCDC22)
3924,NM_152499,-1.67,0.0342,552.18,149473,CCDC24,Homo sapiens,coiled-coil domain containing 24(CCDC24)
3933,NM_001135197,-2.34,0.0294,18.88,339834,IHO1,Homo sapiens,interactor of HORMAD1 1(IHO1)
3953,NM_198082,-1.78,0.0232,11474.7,284001,CCDC57,Homo sapiens,coiled-coil domain containing 57(CCDC57)
3956,NM_005436,-1.04,0.046,181258.28,8030,CCDC6,Homo sapiens,coiled-coil domain containing 6(CCDC6)
3963,NM_207311,-6.68,0.000572,10202.98,92558,BICDL1,Homo sapiens,BICD family like cargo adaptor 1(BICDL1)
3964,NM_001103175,-10.32,3.53e-05,7543.69,146439,BICDL2,Homo sapiens,BICD family like cargo adaptor 2(BICDL2)
3976,NM_031290,-2.78,0.0194,6.85,83446,CCDC70,Homo sapiens,coiled-coil domain containing 70(CCDC70)
4000,NM_018219,-2.27,0.00306,1070.08,55231,CCDC87,Homo sapiens,coiled-coil domain containing 87(CCDC87)
4012,NM_153376,-1.32,0.0118,2563.73,257236,CFAP184,Homo sapiens,cilia and flagella associated protein 184(CFAP184)
4030,NM_002990,-2.86,0.017,1687.06,6367,CCL22,Homo sapiens,C-C motif chemokine ligand 22(CCL22)
4045,NM_080625,-4.82,0.0258,502.03,140706,CCM2L,Homo sapiens,CCM2 like scaffold protein(CCM2L)
4076,NM_004354,-1.71,0.00932,45547.71,901,CCNG2,Homo sapiens,cyclin G2(CCNG2)
4093,NM_058241,-1.26,0.00865,18790.28,905,CCNT2,Homo sapiens,cyclin T2(CCNT2)
4094,NM_001241,-1.11,0.00378,5506.3,905,CCNT2,Homo sapiens,cyclin T2(CCNT2)
4104,NM_001123396,-2.33,0.044,20.67,729230,CCR2,Homo sapiens,C-C motif chemokine receptor 2(CCR2)
4109,NM_001100168,-3.54,0.0366,36.73,1234,CCR5,Homo sapiens,C-C motif chemokine receptor 5(CCR5)
4113,NM_005201,-3.17,0.0438,9.01,1237,CCR8,Homo sapiens,C-C motif chemokine receptor 8(CCR8)
4119,NM_005125,-1.35,0.000138,7609.24,9973,CCS,Homo sapiens,copper chaperone for superoxide dismutase(CCS)
4122,NM_207491,-2.64,0.0254,103.1,401145,CCSER1,Homo sapiens,coiled-coil serine rich protein 1(CCSER1)
4140,NM_004258,-2.42,0.0413,377.28,9398,CD101,Homo sapiens,CD101 molecule(CD101)
4150,NM_007053,-1.37,0.0173,161.2,11126,CD160,Homo sapiens,CD160 molecule(CD160)
4155,NM_001142401,-1.29,0.0473,270596.69,8763,CD164,Homo sapiens,CD164 molecule(CD164)
4191,NM_013230,-5.53,0.0306,775053.66,100133941,CD24,Homo sapiens,CD24 molecule(CD24)
4196,NR_015382,-3.45,0.00704,3967.01,678655,CD27-AS1,Homo sapiens,CD27 antisense RNA 1(CD27-AS1)
4209,NM_014880,-3.45,0.0162,26810.41,9936,CD302,Homo sapiens,CD302 molecule(CD302)
4216,NM_001001547,-3.21,0.0264,261.68,948,CD36,Homo sapiens,CD36 molecule (CD36 blood group)(CD36)
4217,NM_001127443,-3.08,0.00885,157.48,948,CD36,Homo sapiens,CD36 molecule (CD36 blood group)(CD36)
4220,NM_001774,-4.4,0.0107,357.06,951,CD37,Homo sapiens,CD37 molecule(CD37)
4221,NM_001040031,-4.39,0.00722,358.4,951,CD37,Homo sapiens,CD37 molecule(CD37)
4225,NM_000073,-1.48,0.000583,71.32,917,CD3G,Homo sapiens,CD3 gamma subunit of T-cell receptor complex(CD3G)
4230,NM_000610,-5.93,0.0323,26338.3,960,CD44,Homo sapiens,CD44 molecule (IN blood group)(CD44)
4235,NM_172352,-3.9,0.0248,3373.92,4179,CD46,Homo sapiens,CD46 molecule(CD46)
4236,NM_172361,-3.81,0.0216,101425.34,4179,CD46,Homo sapiens,CD46 molecule(CD46)
4237,NM_153826,-3.18,0.0193,53621.72,4179,CD46,Homo sapiens,CD46 molecule(CD46)
4238,NM_172350,-3.07,0.0497,37768.68,4179,CD46,Homo sapiens,CD46 molecule(CD46)
4242,NM_172359,-1.53,0.0477,21701.51,4179,CD46,Homo sapiens,CD46 molecule(CD46)
4245,NM_172360,-1.16,0.0366,8422.78,4179,CD46,Homo sapiens,CD46 molecule(CD46)
4253,NM_014207,-3.02,0.0244,176.18,921,CD5,Homo sapiens,CD5 molecule(CD5)
4299,NM_171827,-3.94,0.0042,1016.3,925,CD8A,Homo sapiens,CD8 subunit alpha(CD8A)
4300,NM_001145873,-3.73,0.0122,943.26,925,CD8A,Homo sapiens,CD8 subunit alpha(CD8A)
4302,NR_027353,-3.05,0.0221,206.48,925,CD8A,Homo sapiens,CD8 subunit alpha(CD8A)
4353,NM_017525,-7.02,0.000258,26369.7,55561,CDC42BPG,Homo sapiens,CDC42 binding protein kinase gamma(CDC42BPG)
4357,NM_012121,-1.48,0.014,109003.63,23580,CDC42EP4,Homo sapiens,CDC42 effector protein 4(CDC42EP4)
4359,NM_001038707,-2.0,0.0245,18810.61,56882,CDC42SE1,Homo sapiens,CDC42 small effector 1(CDC42SE1)
4384,NM_004360,-9.43,3.74e-05,911412.09,999,CDH1,Homo sapiens,cadherin 1(CDH1)
4402,NM_021810,-3.05,0.0217,28.42,60437,CDH26,Homo sapiens,cadherin 26(CDH26)
4403,NM_177980,-1.92,0.0299,69.33,60437,CDH26,Homo sapiens,cadherin 26(CDH26)
4409,NM_033646,-4.29,0.0361,74.22,1005,CDH7,Homo sapiens,cadherin 7(CDH7)
4425,NM_052988,-1.69,0.0283,7254.95,8558,CDK10,Homo sapiens,cyclin dependent kinase 10(CDK10)
4484,NM_004064,-1.01,0.0489,60485.85,1027,CDKN1B,Homo sapiens,cyclin dependent kinase inhibitor 1B(CDKN1B)
4502,NM_001029954,-1.37,0.0193,1726.03,441549,CDNF,Homo sapiens,cerebral dopamine neurotrophic factor(CDNF)
4513,NM_001263,-3.94,2.11e-05,48025.77,1040,CDS1,Homo sapiens,CDP-diacylglycerol synthase 1(CDS1)
4525,NM_152342,-2.89,0.00187,17665.18,124359,CDYL2,Homo sapiens,chromodomain Y like 2(CDYL2)
4543,NM_004364,-4.28,0.0273,42192.91,1050,CEBPA,Homo sapiens,CCAAT enhancer binding protein alpha(CEBPA)
4544,NR_026887,-3.13,0.00302,4199.81,80054,CEBPA-DT,Homo sapiens,CEBPA divergent transcript(CEBPA-DT)
4572,NM_001025089,-1.68,0.0178,31.16,56853,CELF4,Homo sapiens,CUGBP Elav-like family member 4(CELF4)
4573,NM_020180,-1.11,0.0362,48.43,56853,CELF4,Homo sapiens,CUGBP Elav-like family member 4(CELF4)
4576,NM_052840,-2.91,0.0134,1011.81,60677,CELF6,Homo sapiens,CUGBP Elav-like family member 6(CELF6)
4578,NM_014246,-3.26,0.000171,190601.75,9620,CELSR1,Homo sapiens,cadherin EGF LAG seven-pass G-type receptor 1(CELSR1)
4628,NM_014810,-1.11,0.0274,44879.29,9857,CEP350,Homo sapiens,centrosomal protein 350(CEP350)
4669,NM_024552,-4.09,0.0288,17061.22,79603,CERS4,Homo sapiens,ceramide synthase 4(CERS4)
4671,NM_203463,-1.81,0.0146,212539.12,253782,CERS6,Homo sapiens,ceramide synthase 6(CERS6)
4680,NM_001143685,-1.24,0.00397,2.36,221223,CES5A,Homo sapiens,carboxylesterase 5A(CES5A)
4681,NM_145024,-1.21,0.00416,2.32,221223,CES5A,Homo sapiens,carboxylesterase 5A(CES5A)
4688,NM_001928,-2.42,0.0295,1302.33,1675,CFD,Homo sapiens,complement factor D(CFD)
4702,NM_003879,-2.37,0.0288,1069.83,8837,CFLAR,Homo sapiens,CASP8 and FADD like apoptosis regulator(CFLAR)
4707,NM_000492,-2.46,0.0128,5.49,1080,CFTR,Homo sapiens,CF transmembrane conductance regulator(CFTR)
4715,NM_020770,-3.91,0.000308,28035.3,57530,CGN,Homo sapiens,cingulin(CGN)
4723,NM_001267,-1.79,0.00389,2088.8,1101,CHAD,Homo sapiens,chondroadherin(CHAD)
4763,NM_018397,-6.03,0.0104,32509.2,55349,CHDH,Homo sapiens,choline dehydrogenase(CHDH)
4804,NM_014453,-1.4,0.0413,19365.54,27243,CHMP2A,Homo sapiens,charged multivesicular body protein 2A(CHMP2A)
4811,NM_152284,-3.47,0.0351,16468.19,92421,CHMP4C,Homo sapiens,charged multivesicular body protein 4C(CHMP4C)
4823,NM_022097,-1.69,0.0486,626.87,63928,CHP2,Homo sapiens,calcineurin like EF-hand protein 2(CHP2)
4838,NM_001006627,-2.21,0.0211,6.06,1129,CHRM2,Homo sapiens,cholinergic receptor muscarinic 2(CHRM2)
4839,NM_001006630,-2.16,0.0221,6.26,1129,CHRM2,Homo sapiens,cholinergic receptor muscarinic 2(CHRM2)
4879,NM_001127895,-6.22,0.00498,764.45,64377,CHST8,Homo sapiens,carbohydrate sulfotransferase 8(CHST8)
4880,NM_022467,-4.61,0.000129,76.16,64377,CHST8,Homo sapiens,carbohydrate sulfotransferase 8(CHST8)
4905,NM_033426,-1.81,0.0222,37216.51,85457,CIPC,Homo sapiens,CLOCK interacting pacemaker(CIPC)
4907,NM_001280,-1.58,0.0017,78890.49,1153,CIRBP,Homo sapiens,cold inducible RNA binding protein(CIRBP)
4913,NM_145071,-4.25,0.00354,26536.62,1154,CISH,Homo sapiens,cytokine inducible SH2 containing protein(CISH)
4914,NM_013324,-1.62,0.0452,470.13,1154,CISH,Homo sapiens,cytokine inducible SH2 containing protein(CISH)
4921,NM_133467,-2.39,0.0131,14252.7,163732,CITED4,Homo sapiens,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4(CITED4)
4962,NM_004366,-1.42,0.0237,3643.86,1181,CLCN2,Homo sapiens,chloride voltage-gated channel 2(CLCN2)
4994,NM_001123395,-1.02,0.0479,48.3,149461,CLDN19,Homo sapiens,claudin 19(CLDN19)
4998,NM_194284,-2.31,0.00634,2128.2,137075,CLDN23,Homo sapiens,claudin 23(CLDN23)
5000,NM_001306,-9.37,0.0202,60888.0,1365,CLDN3,Homo sapiens,claudin 3(CLDN3)
5001,NM_001305,-5.27,0.000507,236959.08,1364,CLDN4,Homo sapiens,claudin 4(CLDN4)
5002,NM_001130861,-2.56,0.00711,151.38,7122,CLDN5,Homo sapiens,claudin 5(CLDN5)
5005,NM_001307,-5.92,0.000189,54761.25,1366,CLDN7,Homo sapiens,claudin 7(CLDN7)
5007,NM_020982,-4.53,0.0386,4586.61,9080,CLDN9,Homo sapiens,claudin 9(CLDN9)
5022,NM_001011880,-1.64,0.0209,236.64,497190,CLEC18B,Homo sapiens,C-type lectin domain family 18 member B(CLEC18B)
5037,NM_203503,-3.63,0.0224,10.7,170482,CLEC4C,Homo sapiens,C-type lectin domain family 4 member C(CLEC4C)
5038,NM_130441,-3.49,0.0177,12.09,170482,CLEC4C,Homo sapiens,C-type lectin domain family 4 member C(CLEC4C)
5042,NR_002931,-1.79,0.0112,55.61,440508,CLEC4GP1,Homo sapiens,C-type lectin domain family 4 member G pseudogene 1(CLEC4GP1)
5046,NM_197954,-3.73,0.049,13.23,64581,CLEC7A,Homo sapiens,C-type lectin domain containing 7A(CLEC7A)
5074,NR_002711,-1.05,0.00275,5375.97,1197,CLK2P1,Homo sapiens,"CDC like kinase 2, pseudogene 1(CLK2P1)"
5078,NM_024734,-4.43,0.0466,102914.05,79789,CLMN,Homo sapiens,calmin(CLMN)
5092,NM_001832,-5.75,0.0314,53.92,1208,CLPS,Homo sapiens,colipase(CLPS)
