Gene ID,Log2Ratio,p-value,Max RPKM
NM_001134831,1.47,0.0488,5009.94
NM_001620,-0.73,0.117,1097387.88
NM_024060,-0.69,0.316,7292.92
NM_138420,3.03,0.049,160770.69
NM_001621,2.09,0.00281,90418.38
NM_020731,-0.77,0.253,2205.19
NM_012111,0.67,0.141,61629.05
NM_152392,-1.14,0.147,23238.72
NM_001622,0.17,0.871,13.11
NM_020661,-0.3,0.617,12.23
NM_022831,0.83,0.287,14884.79
NM_032955,-1.01,0.347,0.5
NM_001623,-0.7,0.347,0.62
NM_004847,1.7,0.199,3.26
NM_031426,-4.8,0.000152,49902.85
NM_145813,-1.84,0.066,1310.3
NM_001130846,-0.13,0.854,2227.46
NM_004208,-0.03,0.971,23548.86
NM_145812,0.99,0.44,315.05
NM_001130847,2.73,0.138,529.46
NM_032797,0.49,0.578,12367.62
NR_027464,-3.14,0.274,431.48
NM_001146288,-2.27,0.0569,1103.61
NM_144704,-1.94,0.0871,2346.68
NM_001018060,-1.83,0.0666,2584.79
NM_016108,0.31,0.549,13373.81
NM_001624,-1.82,0.11,82174.91
NM_001039775,-4.25,0.0143,1718.48
NM_004833,6.62,0.151,98.42
NM_004757,-0.51,0.204,2777.45
NM_001142416,-0.07,0.818,28254.71
NM_001142415,0.02,0.965,425.57
NM_006303,0.44,0.383,23800.55
NM_003977,-1.02,0.29,32014.89
NM_014336,-1.53,0.322,14.15
NM_001033055,-0.88,0.48,8.64
NM_001033054,-0.37,0.771,6.06
NM_000658,0.02,0.984,2.41
NM_000383,0.16,0.937,0.81
NM_001042478,9.19,0.273,582.9
NM_018836,9.41,0.302,2008.39
NM_032876,1.34,0.0712,73435.07
NM_198086,1.65,0.223,32391.13
NM_000476,-0.32,0.45,11530.95
NM_001625,0.65,0.0802,22481.95
NM_013411,1.04,0.483,7902.45
NM_016282,-0.18,0.795,27201.15
NM_013410,0.13,0.877,5657.5
NM_001005353,0.18,0.78,1009.06
NM_203464,0.49,0.324,2631.06
NM_012093,3.73,0.112,461.78
NM_174858,7.26,0.0653,10435.67
NM_016283,0.9,0.0346,9556.87
NM_001015891,1.16,0.0987,1897.99
NM_152327,-3.99,0.121,2882.58
NM_152572,-3.09,0.0348,1567.57
NM_145025,-1.9,0.00326,4182.93
NM_001145128,-1.32,0.194,342.41
NM_003488,-0.57,0.349,62598.71
NM_007202,-0.17,0.774,14943.32
NM_016248,0.3,0.529,75274.08
NM_144497,2.59,0.299,25700.03
NM_005100,4.74,0.216,14236.33
NM_144767,-0.34,0.597,30813.14
NM_007200,-0.02,0.96,9504.76
NM_006738,0.55,0.578,2676.9
NM_001008535,-5.26,0.296,13.88
NM_178813,-3.37,0.232,7.57
NM_001008534,-2.88,0.234,4.97
NR_027383,-1.56,0.133,152.2
NM_005088,-1.41,0.188,138.33
NM_005088,-0.34,0.797,3.59
NR_027383,-0.27,0.84,3.52
NM_001136562,2.74,0.102,3117.83
NM_001004065,7.49,0.116,60237.66
NM_006422,0.55,0.665,462.07
NM_004857,-0.61,0.347,2731.74
NM_004274,-1.31,0.279,1862.65
NM_138633,-0.77,0.56,179.79
NM_004842,-0.27,0.799,140.47
NM_016377,0.77,0.103,608.05
NM_005858,0.5,0.0708,19352.36
NM_014371,-0.1,0.737,15104.97
NM_005751,-1.57,0.0222,35336.52
NM_147185,-0.94,0.0829,4546.98
NM_020642,-1.48,0.116,2145.64
NM_182901,0.45,0.485,2255.83
NM_024595,0.33,0.0909,41338.77
NM_001136275,0.5,0.325,3940.97
NM_018064,1.02,0.00346,24654.57
NM_030767,-0.66,0.184,1538.64
NM_152763,-0.52,0.482,343.49
NM_153326,-0.74,0.108,23576.14
NM_006066,0.1,0.788,9983.2
NM_001628,5.46,0.0849,94836.91
NM_020299,0.83,0.443,289.39
NM_001080538,0.4,0.802,29.96
NM_001135241,-1.84,0.49,238.43
NM_205845,0.65,0.76,3841.63
NM_001353,1.48,0.404,2552.17
NM_001354,2.37,0.393,576.13
NM_003739,3.78,0.345,5837.11
NM_001818,-2.56,0.385,632.06
NR_026743,-0.41,0.654,15.9
NR_027916,-0.07,0.972,2.11
NM_005989,-1.72,0.0258,44.61
NM_001040177,1.24,0.353,328.38
NM_003689,-0.71,0.0994,33374.83
NR_002796,-0.82,0.0361,5430.11
NM_012067,-4.86,0.0964,5599.72
NM_201252,-1.95,0.0563,841.06
NM_001145289,-0.99,0.303,243.49
NM_005163,-1.65,0.0419,39382.29
NM_001014432,-1.51,0.435,3064.69
NM_001014431,-0.32,0.752,4862.21
NM_032375,-0.24,0.57,20250.6
NM_001098632,-0.16,0.652,15392.21
NM_001098633,0.94,0.157,23053.36
NM_001626,-0.06,0.78,48923.08
NM_181690,4.4,0.109,634.18
NM_005465,7.32,0.0757,30003.86
NM_001012398,-0.98,0.00599,16716.47
NM_022476,-0.41,0.09,7648.95
NR_027097,-2.94,0.0224,63.39
NM_000031,-1.24,0.0367,13370.59
NM_199166,1.03,0.0806,19933.49
NM_000688,1.57,0.00543,14658.37
NM_000032,-1.57,0.156,6.84
NM_001037967,-1.57,0.164,6.6
NM_001037968,-0.33,0.688,2.91
NM_000477,0.96,0.476,12.91
NM_001627,-0.32,0.265,3190.28
NM_153329,-0.58,0.211,16600.52
NM_001145396,0.97,0.364,2908.26
NM_001017423,0.18,0.67,32102.11
NM_002860,0.71,0.0802,85405.19
NM_000689,7.21,0.349,1484.75
NM_170696,2.43,0.418,13.43
NM_170697,2.96,0.197,7.55
NM_003888,3.86,0.219,26.09
NM_000693,0.74,0.415,6421.04
NM_000692,1.49,0.00317,44359.41
NM_012190,-0.51,0.808,20.44
NR_027752,1.89,0.17,14717.74
NM_001034173,1.91,0.163,30128.29
NM_000690,-3.12,0.182,50719.37
NM_001135167,0.57,0.643,76.0
NM_000691,1.39,0.39,160.91
NM_001135168,3.04,0.229,81.21
NM_000382,-0.44,0.409,36747.13
NM_001031806,-0.39,0.521,4518.27
NM_001161473,-1.3,0.235,4415.61
NM_001030010,-0.76,0.246,8263.93
NM_000694,-0.51,0.494,7824.64
NM_000695,-9.7,0.0875,123225.47
NM_001031615,-7.17,0.235,20734.45
NM_003748,-2.98,0.0679,42237.08
NM_001161504,-2.65,0.0932,33235.02
NM_170726,-1.71,0.161,196.17
NM_001080,-1.77,0.0086,29606.57
NM_170740,-0.47,0.0826,1182.88
NM_005589,-2.41,0.0649,19140.81
NM_001182,0.41,0.495,37009.55
NM_170771,-1.32,0.119,89.54
NM_022568,-0.94,0.392,27.63
NM_000696,-0.7,0.135,48682.86
NM_184041,-0.68,0.487,116068.58
NM_184043,0.1,0.899,68269.6
NM_000034,0.38,0.651,24783.12
NM_001127617,1.2,0.154,1289.81
NM_000035,1.36,0.476,11.08
NM_005165,-1.64,0.363,7021.98
NM_019109,0.01,0.977,11495.99
NM_032834,-0.62,0.139,10558.19
NM_001013620,-1.76,0.0326,19438.96
NM_001004127,-0.72,0.0448,48100.5
NM_024105,-0.61,0.0852,14338.5
NM_018466,-0.75,0.128,7197.41
NM_144988,0.3,0.6,4057.06
NM_001015050,-3.67,0.0155,1764.17
NM_001136152,0.4,0.515,202.47
NR_024532,0.01,0.955,8403.97
NM_033087,0.26,0.279,24096.73
NM_005787,-0.05,0.908,22515.23
NM_001006941,0.5,0.269,5561.14
NR_024533,0.55,0.155,785.09
NR_024534,1.41,0.169,8568.12
NM_001142364,-1.15,0.181,593.97
NM_013338,0.48,0.22,10171.67
NM_013339,0.28,0.522,8359.95
NM_001007027,-0.45,0.473,2644.19
NM_024079,0.57,0.387,4620.53
NM_001077690,-0.39,0.484,794.41
NM_024740,-0.24,0.752,1013.73
NM_001077692,0.46,0.306,1041.02
NM_001077691,0.53,0.307,14607.63
NM_004304,-2.18,0.374,15.66
NM_006020,-0.19,0.628,8761.66
NM_001145375,0.05,0.858,62.81
NM_001145374,0.24,0.443,6221.94
NR_026930,0.59,0.359,644.59
NR_026931,0.85,0.0856,2332.24
NM_001001655,0.94,0.317,582.16
NM_139178,-0.75,0.388,2863.89
NM_017621,-0.16,0.444,7150.3
NM_017758,0.33,0.369,56964.93
NM_032878,-2.83,0.0517,871.58
NM_198867,-2.23,0.053,169.44
NM_032306,0.09,0.84,6992.05
NM_138775,1.43,0.055,8485.92
NM_018436,-1.51,0.185,2.84
NM_015120,-0.71,0.461,5928.55
NR_003683,-2.69,0.176,260.91
NM_000697,-0.08,0.87,114.69
NM_001139,-1.42,0.281,149.59
NR_002710,-6.63,0.0117,924.63
NM_001140,-9.35,0.00797,1685.01
NM_001141,-12.42,0.346,71725.58
NM_001039131,-10.47,0.346,11257.63
NM_001039130,-6.21,0.339,1371.43
NM_000698,-7.43,0.305,310.57
NM_001629,4.03,0.269,29.91
NM_021628,-2.26,0.111,592.11
NM_001631,-2.46,0.0641,5.52
NM_025144,-1.52,0.0998,7755.28
NM_001102406,-0.8,0.302,1109.0
NM_052947,10.06,0.0939,22350.77
NM_020778,-0.85,0.462,1354.89
NM_001127501,-1.53,0.294,322.73
NM_000478,6.02,0.351,8975.93
NM_001632,-0.54,0.605,220.53
NM_031313,-0.94,0.448,84.99
NM_001135745,0.42,0.226,7686.19
NM_020919,0.49,0.245,19394.91
NM_182775,-1.19,0.0583,551.14
NM_147129,0.29,0.81,1381.14
NM_152525,3.19,0.402,36.09
NM_139163,-1.13,0.0339,41.69
NM_001127391,-0.74,0.255,29.68
NM_006982,3.44,0.29,1266.52
NM_006492,-0.33,0.242,1153.01
NM_021926,-2.4,0.273,99.35
NM_005782,0.56,0.232,41015.8
NM_014324,-0.97,0.357,8596.07
NM_203382,-0.49,0.593,1664.7
NM_016519,-0.01,0.998,2.18
NM_001633,-10.25,0.331,33865.78
NM_017749,-0.63,0.482,3174.29
NM_001033059,0.76,0.57,3208.53
NM_001634,1.37,0.0318,71489.64
NM_152435,1.11,0.313,388.22
NM_001145815,-0.69,0.0983,3138.62
NM_015944,-0.58,0.405,5097.34
NM_182681,-0.47,0.347,0.72
NM_182680,-0.44,0.347,0.74
NM_001142,-0.34,0.347,0.79
NM_152424,0.27,0.625,10898.02
NM_199138,-6.19,0.246,168.57
NM_152704,-6.06,0.18,190.67
NM_001105195,-5.91,0.0109,29.46
NM_001105194,-5.9,0.0121,29.32
NM_001105193,-5.83,0.00699,27.34
NM_152698,-5.57,0.00919,22.92
NM_001144,-1.18,0.0498,129944.87
NM_000479,-0.72,0.209,5385.81
NM_020547,0.4,0.731,4.73
NM_020703,-2.2,0.0041,4990.64
NM_181847,0.56,0.528,63104.46
NM_001143668,1.19,0.255,42197.45
NM_198722,-0.83,0.107,6833.73
NM_015365,0.9,0.189,40626.6
NM_001025580,1.08,0.205,4726.81
NM_031445,0.12,0.779,2022.27
NM_030943,-0.42,0.694,12.26
NM_001113402,-1.92,0.0218,2473.34
NR_004854,-1.35,0.0125,1275.21
NM_133265,-2.07,0.0651,12260.35
NM_001113490,-0.96,0.0912,600.53
NM_130847,0.42,0.545,57785.75
NM_016201,0.84,0.325,22074.64
NM_000036,-2.44,0.381,53.12
NM_203404,1.01,0.247,1973.33
NM_139156,1.53,0.0133,41634.44
NM_004037,1.78,0.0409,3283.18
NM_000480,-0.49,0.628,308.46
NM_001025390,1.35,0.467,509.93
NM_001025389,3.18,0.234,1791.81
NM_001635,1.19,0.259,196.86
NM_139316,4.52,0.212,8054.45
NM_000481,-0.78,0.39,1356.0
NM_212557,-2.22,0.434,87.55
NM_001008218,-2.02,0.287,4.59
NM_001008221,0.13,0.347,1.09
NM_001008221,0.29,0.825,6.64
NM_001008218,0.31,0.817,6.83
NM_001008221,1.52,0.149,2.86
NM_001008219,1.92,0.201,3.78
NM_000699,-2.99,0.208,5.01
NM_020978,-0.43,0.442,2796.94
NM_133463,-2.96,0.133,16699.94
NM_001033572,-1.76,0.0511,512.01
NM_001033571,-1.45,0.0568,720.18
NM_016627,-0.53,0.424,27812.38
NM_001033570,-0.47,0.0844,10456.44
NM_001033569,-0.39,0.283,9544.26
NM_001033574,-0.31,0.637,757.28
NR_026903,-1.24,0.174,4840.65
NM_022662,0.58,0.113,36945.57
NM_014885,0.11,0.781,2975.09
NM_001002246,-2.6,0.0608,3132.6
NM_001002248,-1.54,0.299,1814.17
NM_001002249,-0.49,0.332,340.49
NM_016476,0.13,0.709,11425.39
NM_001002247,0.16,0.756,177.45
NM_001002245,0.51,0.424,193.92
NM_001002244,0.98,0.1,890.99
NM_015391,-0.32,0.434,12994.12
NR_024401,-0.26,0.293,5227.59
NR_024400,0.7,0.0782,14328.26
NM_014042,2.49,0.179,1672.68
NM_173473,-0.11,0.839,8982.1
NM_013366,-0.72,0.002,26273.67
NM_013367,0.51,0.353,6551.54
NM_001137559,-0.33,0.529,369.1
NM_016237,-0.18,0.596,56483.68
NM_001137664,-1.3,0.0365,10876.42
NM_016238,0.15,0.633,35098.47
NM_001097577,-0.16,0.873,231.1
NM_001145,0.37,0.692,3499.15
NM_015305,-1.39,0.0266,37336.17
NM_144567,-0.21,0.77,16333.38
NM_001146,1.89,0.405,2256.08
NM_015985,-0.78,0.612,10.35
NM_004673,1.76,0.425,132.46
NM_012098,5.24,0.184,1271.86
NM_014495,-0.69,0.493,15.13
NM_001039667,2.3,0.337,6782.59
NM_139314,2.36,0.333,9397.27
NM_178127,-2.1,0.255,19.06
NM_031917,0.07,0.891,1192.94
NM_021146,-0.06,0.951,11.05
NM_020480,4.14,0.202,1641.19
NM_020475,4.69,0.138,2095.26
NM_000037,4.8,0.271,1485.74
NM_020478,4.85,0.187,1030.6
NM_020477,6.13,0.242,1562.14
NM_001142445,6.57,0.123,3779.78
NM_001142446,7.0,0.282,6327.05
NM_020476,7.17,0.196,11471.49
NM_001148,3.9,0.0547,1528.07
NM_001127493,4.06,0.0484,475.83
NM_020977,4.07,0.046,341.89
NM_001149,-4.08,0.0151,24855.41
NM_020987,-3.95,0.00019,1586.16
NM_144708,0.01,0.993,367.58
NM_182703,0.57,0.589,167.01
NM_022096,-1.57,0.108,1427.9
NM_198798,-1.16,0.148,7180.65
NM_153228,-3.12,0.374,409.39
NM_016376,0.74,0.358,11043.41
NM_020740,1.48,0.167,296.92
NM_054027,2.43,0.0189,45191.72
NM_017747,-1.85,0.0895,15745.13
NM_017978,-0.92,0.191,2582.28
NM_024668,0.16,0.777,7651.01
NM_020690,-0.36,0.545,23050.13
NM_019004,-0.3,0.263,45771.59
NM_178510,-3.8,0.124,414.28
NM_152363,0.7,0.414,1152.59
NM_015114,-0.04,0.835,40853.09
NM_017844,-1.41,0.0646,765.33
NM_016552,-0.7,0.254,3545.5
NM_020319,-0.21,0.539,11921.13
NM_023039,-0.93,0.058,4175.13
NM_014391,8.21,0.343,89152.12
NM_017664,-0.28,0.718,10672.21
NM_013275,0.83,0.192,29131.44
NM_001083625,-1.47,0.00393,21273.71
NM_015208,-0.41,0.62,3031.03
NM_033121,0.24,0.699,14966.02
NM_152345,0.75,0.188,6033.91
NM_030816,0.7,0.0075,27277.97
NM_207354,-0.98,0.303,5332.68
NM_001009941,-1.09,0.0819,1110.05
NM_019046,-0.66,0.172,1649.74
NM_001009943,-0.3,0.596,1322.99
NM_032217,0.22,0.328,31028.8
NM_198889,0.55,0.207,34415.41
NR_003291,-2.59,0.0644,6.02
NR_026868,-0.18,0.775,338.82
NM_001129981,-2.85,0.176,246.53
NM_020349,-2.76,0.32,587.5
NR_027270,-0.59,0.45,52.06
NM_001098805,-2.56,0.025,143.74
NM_001012419,-1.94,0.0394,38.63
NM_001012419,-1.77,0.0112,61.62
NM_001012421,-1.48,0.169,28.08
NR_003366,-2.03,0.0153,135.06
NR_027995,-1.13,0.00692,12690.13
NM_144590,-6.48,0.0528,7066.34
NM_144994,-2.53,0.028,5073.39
NM_133475,-2.05,0.0499,748.07
NM_014915,-0.24,0.685,4848.03
NR_026556,2.53,0.149,42.26
NR_027248,-0.87,0.347,1.82
NM_032139,-0.03,0.941,33160.31
NM_015199,1.48,0.079,38909.7
NM_173505,0.78,0.358,722.9
NM_052997,-3.81,0.232,551.41
NM_001145029,-4.38,0.347,4589.89
NR_027019,-2.72,0.335,26.36
NR_027020,0.07,0.906,567.6
NR_026916,2.39,0.203,118.33
NM_032290,0.75,0.126,10023.99
NM_182608,-0.63,0.141,1.55
NM_001039888,-1.85,0.136,11437.73
NM_001004441,-5.53,0.2,1544.2
NM_001146341,-0.62,0.664,6.97
NM_144698,-3.84,0.176,269.98
NM_001164315,-1.08,0.218,1646.76
NM_025190,-0.93,0.21,901.84
NR_026844,-0.32,0.52,6027.26
NR_015424,1.47,0.411,93.52
NM_181726,-0.31,0.758,1124.0
NM_016466,-0.68,0.149,4636.32
NM_052855,-0.33,0.359,74851.03
NM_182603,-1.85,0.105,384.2
NM_153697,-0.3,0.583,78.77
NM_198493,-0.38,0.48,219.51
NM_198401,-1.26,0.00237,1507.56
NM_017704,-0.25,0.683,4774.5
NM_020337,-0.06,0.811,558.27
NM_173595,-0.67,0.394,88793.74
NM_001115116,-1.84,0.111,30.41
NM_024933,-1.52,0.0508,33.13
NM_138797,0.31,0.507,8324.74
NM_024669,4.31,0.203,23.82
NM_001039935,5.98,0.332,56.81
NM_014942,-1.87,0.0578,3166.03
NM_001145210,-1.67,0.274,37.4
NR_026871,-1.63,0.243,92.23
NM_001162435,-4.48,0.347,22.26
NM_019644,5.08,0.154,149.06
NM_152326,0.09,0.926,675.66
NM_015245,-0.49,0.0225,33757.28
NM_152788,-1.3,0.339,823.47
NM_181670,-0.71,0.548,458.13
NM_020140,1.24,0.419,213.75
NM_133450,0.8,0.109,2012.75
NM_145865,-2.75,0.108,731.68
NM_173551,0.93,0.133,13524.1
NM_001042410,-0.76,0.314,4837.98
NM_018089,-0.65,0.148,10701.31
NM_018685,1.21,0.0215,113921.44
NM_018043,-8.82,0.0777,51304.14
NM_018075,0.5,0.373,37794.58
NM_020373,-2.3,0.042,1390.07
NM_031418,0.74,0.606,131.75
NM_178826,-0.27,0.864,20.79
NM_001142649,-6.07,0.193,10243.9
NM_213599,-4.65,0.0753,3843.81
NM_001142678,-1.58,0.194,2964.62
NM_001142679,-0.6,0.278,1625.06
NM_001142680,-0.41,0.415,1441.24
NM_001025356,0.31,0.315,69950.09
NM_001001666,-0.41,0.848,9.57
NM_001001891,0.98,0.221,1902.65
NM_020959,-0.84,0.045,17439.06
NM_001012302,-6.43,0.0267,1404.97
NM_006305,0.68,0.127,94515.99
NR_026808,-0.74,0.273,550.53
NR_003144,0.69,0.135,6532.4
NM_006401,0.81,0.103,104301.68
NM_012403,0.69,0.333,48.91
NM_012404,2.35,0.207,8.4
NM_001136479,0.82,0.204,945.35
NM_001136478,1.16,0.222,9925.02
NM_030920,1.32,0.0565,62355.98
NM_001150,9.17,0.111,576937.22
NM_053034,0.15,0.641,25.36
NM_032208,3.53,0.00223,80000.02
NM_018153,4.34,0.00579,5571.39
NM_001145794,2.52,0.00438,1076.32
NM_058172,6.02,0.00476,49286.42
NR_003601,-5.12,0.238,34.78
NM_000700,6.83,0.00309,113101.9
NM_007193,4.79,0.092,27.61
NM_145869,0.04,0.881,285.86
NM_001157,0.35,0.566,15479.08
NM_145868,0.42,0.581,7987.77
NM_001003954,1.27,0.362,4.96
NM_004306,1.3,0.355,4.66
NM_001002857,1.55,0.0199,150412.31
NM_001136015,1.75,0.00778,3998.75
NM_001002858,1.87,0.0426,7250.56
NM_004039,2.45,0.338,3213.37
NR_001562,1.7,0.00393,22307.77
NR_003573,1.67,0.00514,436206.23
NR_001446,1.74,0.00786,29614.46
NM_001014279,0.87,0.411,917.04
NM_005139,0.51,0.773,5150.04
NM_001153,-0.48,0.216,26431.99
NM_001154,1.6,0.000666,134052.29
NM_004033,-1.16,0.13,89623.71
NM_001155,1.73,0.276,1937.25
NM_004034,-0.52,0.184,395.91
NM_001156,-0.51,0.203,74035.56
NM_001098845,4.02,0.343,1193.7
NM_001630,5.3,0.344,830.81
NM_001098845,6.81,0.342,378.96
NM_003568,-6.44,0.0324,17433.25
NM_001637,3.27,0.397,13.89
NM_001091,-5.5,0.354,1526.35
NM_001158,-0.05,0.922,402.72
NM_009590,1.11,0.254,2248.37
NM_003734,0.87,0.226,1496.45
NR_002773,-0.07,0.95,23.06
NM_001159,7.82,0.15,8016.29
NR_001557,-3.29,0.347,9.75
NM_018569,-0.36,0.388,15603.7
NM_001128426,-0.27,0.451,14129.3
NM_145730,-1.14,0.0357,101307.55
NM_001127,-0.15,0.54,1156.42
NM_001128,-1.11,0.000993,98187.66
NM_001030007,-0.18,0.507,5154.3
NM_003917,-6.78,0.159,1937.84
NM_001130524,0.07,0.66,426.7
NM_032493,2.11,1.45e-05,56621.88
NM_005498,-3.02,0.000895,36343.69
NM_001283,-0.1,0.808,31761.1
NM_003916,2.29,0.000203,27311.99
NM_001039569,-0.08,0.922,9245.89
NM_130787,-0.03,0.961,57772.76
NM_014203,0.58,0.58,2432.78
NM_012305,0.84,0.063,24295.03
NM_001030006,-1.05,0.143,2548.35
NM_001282,-0.41,0.604,304174.61
NM_004068,-0.21,0.722,6494.57
NM_001025205,-0.14,0.792,185932.83
NM_004069,0.17,0.733,35905.27
NM_021575,0.38,0.256,111.46
NM_003664,0.49,0.191,42390.27
NM_004644,-2.81,0.165,470.9
NM_001077523,0.19,0.22,247.04
NM_003938,0.46,0.245,19749.75
NM_012095,-1.95,0.327,8191.27
NM_207012,-0.44,0.353,64912.48
NM_006803,-0.25,0.728,10850.81
NM_001134296,-0.06,0.932,6681.74
NM_001284,0.13,0.784,25009.04
NR_023361,-1.07,0.00335,14774.91
NM_005829,-0.44,0.357,24829.25
NM_006594,0.49,0.514,9962.35
NM_007347,-0.4,0.459,12163.28
NM_004722,0.37,0.221,3222.1
NM_001128126,-1.14,0.182,384.0
NM_007077,0.58,0.336,366.06
NM_138368,0.2,0.719,19941.25
NR_026895,-1.01,0.0743,635.09
NM_018229,-0.19,0.603,29603.17
NM_018347,0.3,0.657,4127.9
NM_014855,-0.43,0.308,22440.04
NM_181868,-2.14,0.127,4215.37
NM_013229,-1.49,0.189,5510.19
NM_181869,-0.99,0.389,3181.64
NM_001160,-0.52,0.59,2497.78
NM_181861,0.18,0.887,3305.17
NM_001163,-2.55,0.118,3865.36
NM_005503,0.64,0.28,377.01
NM_001130414,3.58,0.0525,8755.33
NM_004886,1.06,0.0226,7459.01
NM_145689,1.66,0.222,366.79
NM_001164,2.45,0.147,2258.83
NM_019043,6.28,0.241,9448.91
NM_173075,-1.31,0.213,10461.72
NM_133172,0.14,0.776,1609.03
NM_133174,0.6,0.158,1214.2
NM_001127511,-0.09,0.807,25021.33
NM_000038,0.78,0.33,1449.35
NM_001127510,1.3,0.209,2390.4
NM_005883,4.3,0.287,482.39
NM_153000,0.18,0.856,3057.96
NM_153360,8.54,0.158,10188.88
NM_001640,-0.1,0.662,51797.36
NM_001641,0.24,0.584,63515.74
NM_080648,0.37,0.473,3480.03
NM_080649,0.54,0.353,11123.1
NM_014481,0.03,0.96,24099.18
NM_016022,-0.96,0.0303,101710.92
NM_001077628,0.39,0.394,24556.35
NM_031301,-1.39,0.176,12875.06
NM_001145646,-0.83,0.358,2029.36
NR_024625,-1.27,0.166,2813.25
NM_001142930,-0.44,0.318,43980.22
NM_006595,0.37,0.528,46575.81
NM_001142931,0.48,0.447,3868.42
NM_015957,-0.43,0.623,11888.43
NM_199294,-0.2,0.822,1285.68
NM_199295,0.81,0.156,6155.16
NM_198544,-0.86,0.246,517.7
NM_173545,5.41,0.0312,1560.32
NM_017413,5.03,0.161,11882.11
NR_027991,-1.68,0.0763,3.2
NM_005161,0.02,0.977,10.7
NM_001024807,0.06,0.924,1452.07
NM_005166,0.86,0.389,9791.37
NR_024515,-2.0,0.032,846.2
NM_001142276,-1.52,0.125,293371.71
NM_001142278,-1.31,0.151,439.66
NR_024516,-1.02,0.127,535.36
NM_001642,0.13,0.921,4629.64
NM_001142277,0.39,0.638,172713.07
NM_020531,0.6,0.0222,112678.32
NM_000039,-0.66,0.627,35.45
NM_144772,-1.17,0.0968,22017.63
NM_001643,-0.17,0.896,4.42
NM_052968,-3.3,0.0738,9.85
NM_000384,3.45,0.169,113.07
NM_006789,-1.31,0.144,45.46
NM_145699,-1.96,0.175,313.27
NM_004900,-0.41,0.765,4272.49
NM_014508,1.3,0.326,5187.08
NM_152426,-5.48,0.228,742.86
NM_145298,-1.25,0.344,3076.21
NM_001006666,-0.37,0.706,137.71
NM_021822,-0.17,0.915,372.88
NM_181773,-3.31,0.124,23.31
NM_203454,-5.76,0.334,123.77
NM_018690,-5.33,0.0187,946.52
NM_001645,4.22,0.188,311.51
NM_000483,0.8,0.347,1.74
NM_000040,0.98,0.672,3.81
NM_001646,0.49,0.644,5.86
NM_001647,-11.33,0.267,124409.81
NM_000041,-3.53,0.378,16254.14
NM_001638,-3.6,0.104,297.23
NM_000042,4.31,0.0661,19.82
NM_003661,-0.18,0.895,728.42
NM_001136541,0.09,0.953,685.36
NM_145343,1.02,0.31,195.02
NM_001136540,1.42,0.336,614.33
NM_145637,-0.32,0.263,321.03
NM_030882,0.79,0.108,15069.92
NM_030643,-1.79,0.232,752.07
NM_145660,-0.73,0.363,422.61
NM_145642,1.37,0.24,58.69
NM_145641,1.48,0.169,66.48
NR_027834,2.28,0.157,226.25
NR_027835,3.06,0.0516,353.26
NR_027833,4.2,0.0618,326.6
NM_145640,4.39,0.032,363.87
NM_030641,3.27,0.0738,31041.15
NM_030817,0.05,0.897,4159.96
NM_001130415,1.27,0.19,14872.78
NM_019101,2.05,0.0038,223.73
NM_024122,-0.61,0.329,3661.69
NR_026545,-0.21,0.63,1605.13
NM_198450,-0.98,0.122,14083.29
NM_032374,0.22,0.492,5278.33
NM_001136129,-2.79,0.348,9185.25
NM_001136130,-2.31,0.405,11502.02
NM_201413,-0.2,0.676,255301.83
NM_201414,0.18,0.742,29647.03
NM_000484,1.02,0.141,131122.1
NM_006380,-2.6,0.164,151357.13
NM_012096,-0.07,0.892,41484.3
NM_018171,-0.33,0.543,1763.66
NM_000485,-0.7,0.0644,43836.55
NM_001030018,-0.3,0.598,6708.25
NM_175073,0.25,0.784,1352.89
NM_175069,0.45,0.565,1908.42
NM_175072,1.05,0.148,1050.36
NM_017692,1.15,0.272,723.52
NM_198098,-3.09,0.102,172.66
NM_080429,2.96,0.205,7.79
NM_173039,-1.89,0.139,1779.31
NM_000486,-2.53,0.131,28.28
NM_004925,-6.95,0.189,20305.97
NM_001650,-4.27,0.156,89.9
NM_004028,-3.93,0.155,70.01
NR_026908,-1.59,0.00904,89.73
NM_001651,-5.84,0.315,367.97
NM_001652,-0.4,0.58,57.97
NM_001170,-1.52,0.514,1.9
NR_002817,-2.8,0.303,85.0
NR_026558,-0.49,0.779,6.35
NM_001169,-0.42,0.737,19.85
NM_020980,9.15,0.341,569.33
NM_173800,1.73,0.154,73.85
NM_014691,0.04,0.926,24431.28
NM_000044,-3.39,0.0261,26358.89
NM_001011645,-2.72,0.0126,4944.49
NM_001654,-1.12,0.0293,40660.59
NM_015242,-1.67,0.024,8975.71
NM_001040118,0.82,0.59,10920.98
NM_001135190,1.01,0.141,5373.87
NM_015230,-1.68,0.0973,7767.63
NM_022481,2.05,0.0661,620.88
NM_015193,-1.47,0.271,2100.96
NM_001142281,0.1,0.899,1456.06
NM_001655,0.34,0.255,174958.77
NM_001657,-1.82,0.0294,6757.55
NM_001039479,0.39,0.252,54192.12
NM_001024226,-0.82,0.194,475309.78
NM_001658,0.08,0.939,2236.51
NM_001024227,0.44,0.589,3547.19
NM_001024228,1.0,0.21,2482.09
NM_001659,-0.83,0.0186,232001.88
NM_001660,0.07,0.872,2224.18
NM_001662,13.41,0.141,10858.64
NM_001663,-0.38,0.173,207836.54
NM_175609,-0.58,0.169,847.61
