,Gene ID,Log2Ratio,p-value,Max RPKM,Entrez To,Official Gene Symbol To,Species,Gene Name
18336,NM_001127358,1.47,0.00808,24242.81,57157,PHTF2,Homo sapiens,putative homeodomain transcription factor 2(PHTF2)
18342,NM_001099335,3.69,0.0313,126.0,9796,PHYHIP,Homo sapiens,phytanoyl-CoA 2-hydroxylase interacting protein(PHYHIP)
18343,NM_014759,3.71,0.032,124.08,9796,PHYHIP,Homo sapiens,phytanoyl-CoA 2-hydroxylase interacting protein(PHYHIP)
18365,NM_001008660,1.93,0.000498,36398.64,8301,PICALM,Homo sapiens,phosphatidylinositol binding clathrin assembly protein(PICALM)
18388,NM_005482,1.64,9.44e-05,52232.24,10026,PIGK,Homo sapiens,phosphatidylinositol glycan anchor biosynthesis class K(PIGK)
18419,NM_005026,3.48,0.00101,22950.8,5293,PIK3CD,Homo sapiens,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta(PIK3CD)"
18441,NM_002648,1.82,0.0207,26560.96,5292,PIM1,Homo sapiens,"Pim-1 proto-oncogene, serine/threonine kinase(PIM1)"
18483,NM_153427,2.58,0.00925,294.84,5308,PITX2,Homo sapiens,paired like homeodomain 2(PITX2)
18485,NM_000325,2.91,0.0182,1287.06,5308,PITX2,Homo sapiens,paired like homeodomain 2(PITX2)
18516,NM_181805,2.66,0.011,674.98,11142,PKIG,Homo sapiens,cAMP-dependent protein kinase inhibitor gamma(PKIG)
18517,NM_181804,3.55,0.00303,10918.97,11142,PKIG,Homo sapiens,cAMP-dependent protein kinase inhibitor gamma(PKIG)
18520,NM_002654,1.41,0.0299,762195.32,5315,PKM,Homo sapiens,pyruvate kinase M1/2(PKM)
18521,NM_182470,1.96,0.0416,21471.64,5315,PKM,Homo sapiens,pyruvate kinase M1/2(PKM)
18522,NM_182471,2.48,0.035,90284.68,5315,PKM,Homo sapiens,pyruvate kinase M1/2(PKM)
18577,NM_001114635,4.57,0.0264,2164.02,5324,PLAG1,Homo sapiens,PLAG1 zinc finger(PLAG1)
18589,NM_002658,4.17,0.000584,2060.41,5328,PLAU,Homo sapiens,"plasminogen activator, urokinase(PLAU)"
18591,NM_001005377,3.17,0.00346,4425.87,5329,PLAUR,Homo sapiens,"plasminogen activator, urokinase receptor(PLAUR)"
18592,NM_001005376,5.23,0.00021,5003.05,5329,PLAUR,Homo sapiens,"plasminogen activator, urokinase receptor(PLAUR)"
18593,NM_002659,6.34,0.0099,27509.3,5329,PLAUR,Homo sapiens,"plasminogen activator, urokinase receptor(PLAUR)"
18637,NM_201380,1.47,0.0197,216134.51,5339,PLEC,Homo sapiens,plectin(PLEC)
18639,NM_201384,4.0,0.0128,355354.99,5339,PLEC,Homo sapiens,plectin(PLEC)
18644,NM_021623,2.05,0.0377,38643.77,59339,PLEKHA2,Homo sapiens,pleckstrin homology domain containing A2(PLEKHA2)
18647,NM_001161354,2.25,0.0492,3082.34,57664,PLEKHA4,Homo sapiens,pleckstrin homology domain containing A4(PLEKHA4)
18690,NM_015164,1.39,0.00398,71485.46,23207,PLEKHM2,Homo sapiens,pleckstrin homology and RUN domain containing M2(PLEKHM2)
18694,NM_016274,3.66,0.0063,12094.16,51177,PLEKHO1,Homo sapiens,pleckstrin homology domain containing O1(PLEKHO1)
18708,NM_005817,1.26,0.0193,68730.29,10226,PLIN3,Homo sapiens,perilipin 3(PLIN3)
18716,NM_004073,2.76,0.00346,4462.72,1263,PLK3,Homo sapiens,polo like kinase 3(PLK3)
18721,NM_000302,2.52,0.0291,260391.39,5351,PLOD1,Homo sapiens,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1(PLOD1)"
18723,NM_182943,1.42,0.047,7490.65,5352,PLOD2,Homo sapiens,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2(PLOD2)"
18724,NM_001084,1.94,0.0125,57966.46,8985,PLOD3,Homo sapiens,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 3(PLOD3)"
18732,NM_005032,2.33,0.0321,104462.88,5358,PLS3,Homo sapiens,plastin 3(PLS3)
18737,NM_001128304,2.64,0.00473,708.76,57088,PLSCR4,Homo sapiens,phospholipid scramblase 4(PLSCR4)
18738,NM_001128306,3.05,0.0497,1153.17,57088,PLSCR4,Homo sapiens,phospholipid scramblase 4(PLSCR4)
18739,NM_001128305,3.71,0.0301,1083.35,57088,PLSCR4,Homo sapiens,phospholipid scramblase 4(PLSCR4)
18786,NM_153322,3.64,0.00431,12445.63,5376,PMP22,Homo sapiens,peripheral myelin protein 22(PMP22)
18787,NM_153321,4.91,0.00334,58309.14,5376,PMP22,Homo sapiens,peripheral myelin protein 22(PMP22)
18792,NM_000534,1.69,0.0103,12143.2,5378,PMS1,Homo sapiens,"PMS1 homolog 1, mismatch repair system component(PMS1)"
18837,NM_006702,2.25,0.0123,16766.75,10908,PNPLA6,Homo sapiens,patatin like phospholipase domain containing 6(PNPLA6)
18897,NM_001137604,1.0,0.0108,1336.52,84172,POLR1B,Homo sapiens,RNA polymerase I subunit B(POLR1B)
18898,NM_019014,1.5,0.0481,13241.96,84172,POLR1B,Homo sapiens,RNA polymerase I subunit B(POLR1B)
18900,NM_203290,1.16,0.000187,16373.81,9533,POLR1C,Homo sapiens,RNA polymerase I and III subunit C(POLR1C)
18908,NM_002695,2.13,0.0221,61967.62,5434,POLR2E,Homo sapiens,"RNA polymerase II, I and III subunit E(POLR2E)"
18929,NM_006467,4.19,0.0207,21761.22,10622,POLR3G,Homo sapiens,RNA polymerase III subunit G(POLR3G)
18949,NM_015932,1.14,0.0107,33774.17,51371,POMP,Homo sapiens,proteasome maturation protein(POMP)
18971,NR_024539,4.69,0.0173,2138.14,64208,POPDC3,Homo sapiens,popeye domain cAMP effector 3(POPDC3)
18978,NM_022825,2.5,0.0378,4340.99,64840,PORCN,Homo sapiens,porcupine O-acyltransferase(PORCN)
19025,NM_020230,1.39,0.0114,15505.38,56342,PPAN,Homo sapiens,peter pan homolog(PPAN)
19028,NM_003711,1.6,0.0111,12211.58,8611,PLPP1,Homo sapiens,phospholipid phosphatase 1(PLPP1)
19033,NM_001030059,4.68,0.0135,1680.96,196051,PLPP4,Homo sapiens,phospholipid phosphatase 4(PLPP4)
19043,NM_005037,4.13,0.0215,1607.05,5468,PPARG,Homo sapiens,peroxisome proliferator activated receptor gamma(PPARG)
19064,NM_003622,1.81,0.0499,18616.03,8496,PPFIBP1,Homo sapiens,PPFIA binding protein 1(PPFIBP1)
19116,NM_014634,1.55,0.00523,50586.05,9647,PPM1F,Homo sapiens,"protein phosphatase, Mg2+/Mn2+ dependent 1F(PPM1F)"
19147,NM_138689,1.35,0.00119,63811.71,26472,PPP1R14B,Homo sapiens,protein phosphatase 1 regulatory inhibitor subunit 14B(PPP1R14B)
19157,NM_001134870,3.27,2.82e-05,31108.89,170954,PPP1R18,Homo sapiens,protein phosphatase 1 regulatory subunit 18(PPP1R18)
19181,NM_138558,1.02,0.0372,8513.51,5511,PPP1R8,Homo sapiens,protein phosphatase 1 regulatory subunit 8(PPP1R8)
19189,NM_002717,1.44,0.0237,50362.09,5520,PPP2R2A,Homo sapiens,protein phosphatase 2 regulatory subunit Balpha(PPP2R2A)
19205,NM_017917,1.48,0.00509,5089.12,55012,PPP2R3C,Homo sapiens,protein phosphatase 2 regulatory subunit B''gamma(PPP2R3C)
19232,NM_001042388,1.36,0.0311,53790.44,9989,PPP4R1,Homo sapiens,protein phosphatase 4 regulatory subunit 1(PPP4R1)
19249,NM_015062,1.04,0.00908,79134.15,23082,PPRC1,Homo sapiens,PPARG related coactivator 1(PPRC1)
19309,NM_001198,3.87,0.0255,4102.17,639,PRDM1,Homo sapiens,PR/SET domain 1(PRDM1)
19347,NM_138492,2.29,0.0488,2670.68,153768,PRELID2,Homo sapiens,PRELI domain containing 2(PRELID2)
19357,NM_005041,4.24,0.0362,18.95,5551,PRF1,Homo sapiens,perforin 1(PRF1)
19358,NM_001083116,4.26,0.0361,19.19,5551,PRF1,Homo sapiens,perforin 1(PRF1)
19375,NM_000947,1.41,0.00704,22304.58,5558,PRIM2,Homo sapiens,DNA primase subunit 2(PRIM2)
19393,NM_024429,2.52,0.00331,10196.78,51422,PRKAG2,Homo sapiens,protein kinase AMP-activated non-catalytic subunit gamma 2(PRKAG2)
19402,NM_002737,4.13,0.000593,131089.66,5578,PRKCA,Homo sapiens,protein kinase C alpha(PRKCA)
19407,NM_145040,7.93,0.0116,8749.62,112464,CAVIN3,Homo sapiens,caveolae associated protein 3(CAVIN3)
19423,NM_005813,1.15,0.02,53913.02,23683,PRKD3,Homo sapiens,protein kinase D3(PRKD3)
19455,NM_183079,2.48,0.00513,22512.57,5621,PRNP,Homo sapiens,prion protein (Kanno blood group)(PRNP)
19456,NM_001080122,2.73,0.0159,24793.24,5621,PRNP,Homo sapiens,prion protein (Kanno blood group)(PRNP)
19457,NM_001080121,2.96,0.000155,60166.92,5621,PRNP,Homo sapiens,prion protein (Kanno blood group)(PRNP)
19458,NM_000311,3.05,0.0127,62031.28,5621,PRNP,Homo sapiens,prion protein (Kanno blood group)(PRNP)
19459,NM_001080123,3.99,0.00294,66901.73,5621,PRNP,Homo sapiens,prion protein (Kanno blood group)(PRNP)
19482,NM_000313,4.81,0.0375,8870.76,5627,PROS1,Homo sapiens,protein S(PROS1)
19506,NM_002764,1.67,0.000226,46682.82,5631,PRPS1,Homo sapiens,phosphoribosyl pyrophosphate synthetase 1(PRPS1)
19507,NM_175886,1.14,0.0282,180.61,221823,PRPS1L1,Homo sapiens,phosphoribosyl pyrophosphate synthetase 1 like 1(PRPS1L1)
19520,NM_016644,6.49,0.014,2067.63,51334,PRR16,Homo sapiens,proline rich 16(PRR16)
19536,NM_001077497,2.05,0.017,15048.59,80742,PRR3,Homo sapiens,proline rich 3(PRR3)
19544,NM_001160167,1.45,0.0269,1182.34,79899,PRR5L,Homo sapiens,proline rich 5 like(PRR5L)
19546,NM_001160169,4.13,0.00955,1169.3,79899,PRR5L,Homo sapiens,proline rich 5 like(PRR5L)
19565,NM_003619,4.46,0.0239,10275.33,8492,PRSS12,Homo sapiens,serine protease 12(PRSS12)
19601,NM_021154,3.23,0.000395,36553.65,29968,PSAT1,Homo sapiens,phosphoserine aminotransferase 1(PSAT1)
19602,NM_058179,3.23,0.00138,81893.24,29968,PSAT1,Homo sapiens,phosphoserine aminotransferase 1(PSAT1)
19622,NM_033222,1.08,0.0453,13942.06,11168,PSIP1,Homo sapiens,PC4 and SRSF1 interacting protein 1(PSIP1)
19640,NM_002794,1.32,0.00991,34852.34,5690,PSMB2,Homo sapiens,proteasome 20S subunit beta 2(PSMB2)
19645,NM_001130725,1.86,0.0187,9879.15,5693,PSMB5,Homo sapiens,proteasome 20S subunit beta 5(PSMB5)
19649,NM_148919,1.72,0.0393,14508.51,5696,PSMB8,Homo sapiens,proteasome 20S subunit beta 8(PSMB8)
19650,NM_148954,2.26,0.0276,6896.86,5698,PSMB9,Homo sapiens,proteasome 20S subunit beta 9(PSMB9)
19687,NM_203433,1.57,0.014,8302.41,8624,PSMG1,Homo sapiens,proteasome assembly chaperone 1(PSMG1)
19715,NM_175847,1.08,0.0125,56618.3,5725,PTBP1,Homo sapiens,polypyrimidine tract binding protein 1(PTBP1)
19716,NM_031990,1.15,0.0174,2044.59,5725,PTBP1,Homo sapiens,polypyrimidine tract binding protein 1(PTBP1)
19739,NM_030783,1.3,0.00675,19786.47,81490,PTDSS2,Homo sapiens,phosphatidylserine synthase 2(PTDSS2)
19769,NM_001039585,6.86,0.00229,1052.74,5737,PTGFR,Homo sapiens,prostaglandin F receptor(PTGFR)
19770,NM_000959,10.93,0.00717,17430.91,5737,PTGFR,Homo sapiens,prostaglandin F receptor(PTGFR)
19801,NM_152881,2.64,0.00233,5017.36,5754,PTK7,Homo sapiens,protein tyrosine kinase 7 (inactive)(PTK7)
19829,NM_005401,1.64,0.00502,37446.33,5784,PTPN14,Homo sapiens,protein tyrosine phosphatase non-receptor type 14(PTPN14)
19877,NM_001109754,3.82,0.00479,510.23,5787,PTPRB,Homo sapiens,protein tyrosine phosphatase receptor type B(PTPRB)
19878,NM_002837,4.33,0.00102,800.36,5787,PTPRB,Homo sapiens,protein tyrosine phosphatase receptor type B(PTPRB)
19913,NM_002849,2.28,0.0423,54.05,5801,PTPRR,Homo sapiens,protein tyrosine phosphatase receptor type R(PTPRR)
19917,NM_002850,1.66,0.05,2405.49,5802,PTPRS,Homo sapiens,protein tyrosine phosphatase receptor type S(PTPRS)
19925,NM_012232,5.64,0.000195,570539.13,284119,CAVIN1,Homo sapiens,caveolae associated protein 1(CAVIN1)
19933,NR_002734,1.12,0.0325,2746.42,26255,PTTG3P,Homo sapiens,"pituitary tumor-transforming 3, pseudogene(PTTG3P)"
19955,NM_153339,1.31,0.0455,6622.55,126789,PUSL1,Homo sapiens,pseudouridine synthase like 1(PUSL1)
19958,NM_001135769,1.82,0.0135,31301.08,5817,PVR,Homo sapiens,PVR cell adhesion molecule(PVR)
19959,NM_006505,2.13,0.00168,76198.01,5817,PVR,Homo sapiens,PVR cell adhesion molecule(PVR)
19967,NM_015480,5.77,2.52e-05,20291.73,25945,NECTIN3,Homo sapiens,nectin cell adhesion molecule 3(NECTIN3)
19980,NM_183373,3.22,0.0322,40490.24,221749,PXDC1,Homo sapiens,PX domain containing 1(PXDC1)
19998,NM_002862,1.99,0.0495,255574.23,5834,PYGB,Homo sapiens,glycogen phosphorylase B(PYGB)
20010,NM_032906,1.07,0.0366,62437.27,100996939,PYURF,Homo sapiens,PIGY upstream open reading frame(PYURF)
20016,NM_206854,1.89,0.0173,9317.18,9444,QKI,Homo sapiens,"QKI, KH domain containing RNA binding(QKI)"
20017,NM_206855,2.8,0.00178,17980.59,9444,QKI,Homo sapiens,"QKI, KH domain containing RNA binding(QKI)"
20018,NM_006775,3.2,0.000788,117993.29,9444,QKI,Homo sapiens,"QKI, KH domain containing RNA binding(QKI)"
20019,NM_206853,6.75,0.0405,17529.23,9444,QKI,Homo sapiens,"QKI, KH domain containing RNA binding(QKI)"
20033,NM_181701,1.3,0.00966,54747.93,169714,QSOX2,Homo sapiens,quiescin sulfhydryl oxidase 2(QSOX2)
20035,NM_024638,1.13,0.0416,19009.5,79691,QTRT2,Homo sapiens,queuine tRNA-ribosyltransferase accessory subunit 2(QTRT2)
20066,NM_016277,1.95,0.000265,19936.2,51715,RAB23,Homo sapiens,"RAB23, member RAS oncogene family(RAB23)"
20086,NM_006834,3.85,0.0239,48197.91,10981,RAB32,Homo sapiens,"RAB32, member RAS oncogene family(RAB32)"
20089,NM_031934,2.73,0.0363,6754.2,83871,RAB34,Homo sapiens,"RAB34, member RAS oncogene family(RAB34)"
20091,NM_001142625,2.87,0.0188,84.35,83871,RAB34,Homo sapiens,"RAB34, member RAS oncogene family(RAB34)"
20092,NM_001142624,2.97,0.0283,5759.63,83871,RAB34,Homo sapiens,"RAB34, member RAS oncogene family(RAB34)"
20093,NM_001144942,2.98,0.0399,7868.29,83871,RAB34,Homo sapiens,"RAB34, member RAS oncogene family(RAB34)"
20154,NM_004582,1.13,0.00155,36080.26,5876,RABGGTB,Homo sapiens,Rab geranylgeranyltransferase subunit beta(RABGGTB)
20215,NM_003579,1.54,0.0235,21016.1,8438,RAD54L,Homo sapiens,RAD54 like(RAD54L)
20235,NM_001145522,3.37,0.011,45313.71,26064,RAI14,Homo sapiens,retinoic acid induced 14(RAI14)
20239,NM_006788,1.45,0.00517,38189.74,10928,RALBP1,Homo sapiens,ralA binding protein 1(RALBP1)
20272,NM_016492,2.3,0.0285,1403.13,29098,RANGRF,Homo sapiens,RAN guanine nucleotide release factor(RANGRF)
20284,NM_001100427,1.06,0.0468,10835.76,5910,RAP1GDS1,Homo sapiens,Rap1 GTPase-GDP dissociation stimulator 1(RAP1GDS1)
20286,NM_001100429,1.42,0.0149,5850.38,5910,RAP1GDS1,Homo sapiens,Rap1 GTPase-GDP dissociation stimulator 1(RAP1GDS1)
20318,NM_002887,1.21,0.00206,64639.16,5917,RARS1,Homo sapiens,arginyl-tRNA synthetase 1(RARS1)
20323,NM_007368,2.05,0.00361,26301.42,22821,RASA3,Homo sapiens,RAS p21 protein activator 3(RASA3)
20329,NM_170692,1.38,0.0109,50775.95,9462,RASAL2,Homo sapiens,RAS protein activator like 2(RASAL2)
20367,NM_170712,2.08,0.0157,787.65,11186,RASSF1,Homo sapiens,Ras association domain family member 1(RASSF1)
20372,NM_032023,1.5,0.0205,1596.06,83937,RASSF4,Homo sapiens,Ras association domain family member 4(RASSF4)
20416,NM_001082577,1.4,0.0311,24337.94,23543,RBFOX2,Homo sapiens,RNA binding fox-1 homolog 2(RBFOX2)
20417,NM_001082578,1.4,0.00639,44883.43,23543,RBFOX2,Homo sapiens,RNA binding fox-1 homolog 2(RBFOX2)
20481,NM_001003793,8.44,0.00416,1696.36,27303,RBMS3,Homo sapiens,RNA binding motif single stranded interacting protein 3(RBMS3)
20482,NM_014483,9.33,2.09e-05,2064.94,27303,RBMS3,Homo sapiens,RNA binding motif single stranded interacting protein 3(RBMS3)
20483,NM_001003792,9.5,7.74e-06,3541.24,27303,RBMS3,Homo sapiens,RNA binding motif single stranded interacting protein 3(RBMS3)
20521,NM_001269,2.06,0.0162,46748.81,1104,RCC1,Homo sapiens,regulator of chromosome condensation 1(RCC1)
20532,NM_002901,1.38,0.00327,125451.07,5954,RCN1,Homo sapiens,reticulocalbin 1(RCN1)
20534,NM_020650,5.95,0.0178,26948.29,57333,RCN3,Homo sapiens,reticulocalbin 3(RCN3)
20568,NM_021111,4.83,0.0186,4628.14,8434,RECK,Homo sapiens,reversion inducing cysteine rich protein with kazal motifs(RECK)
20569,NM_032941,1.19,0.00202,9544.0,5965,RECQL,Homo sapiens,RecQ like helicase(RECQL)
20570,NM_002907,1.44,0.00411,46829.07,5965,RECQL,Homo sapiens,RecQ like helicase(RECQL)
20576,NM_016606,3.79,0.0388,3241.4,51308,REEP2,Homo sapiens,receptor accessory protein 2(REEP2)
20587,NM_006509,3.78,0.00246,14850.18,5971,RELB,Homo sapiens,"RELB proto-oncogene, NF-kB subunit(RELB)"
20595,NM_152222,1.46,0.0386,8106.07,84957,RELT,Homo sapiens,RELT TNF receptor(RELT)
20627,NR_003594,1.4,0.0299,44.51,100288527,REXO1L2P,Homo sapiens,"REXO1 like 2, pseudogene(REXO1L2P)"
20629,NM_015523,1.39,0.0197,20135.3,25996,REXO2,Homo sapiens,RNA exonuclease 2(REXO2)
20661,NM_052859,1.06,0.0207,23533.87,91869,RFT1,Homo sapiens,RFT1 homolog(RFT1)
20669,NM_134433,1.41,0.00825,4429.62,5990,RFX2,Homo sapiens,regulatory factor X2(RFX2)
20686,NM_015149,2.82,0.00275,2084.36,23179,RGL1,Homo sapiens,ral guanine nucleotide dissociation stimulator like 1(RGL1)
20725,NM_002923,2.67,0.018,1831.21,5997,RGS2,Homo sapiens,regulator of G protein signaling 2(RGS2)
20726,NM_170587,2.56,0.00235,127.68,8601,RGS20,Homo sapiens,regulator of G protein signaling 20(RGS20)
20735,NM_001102445,5.77,0.0067,515.89,5999,RGS4,Homo sapiens,regulator of G protein signaling 4(RGS4)
20736,NM_005613,8.58,0.0419,3500.42,5999,RGS4,Homo sapiens,regulator of G protein signaling 4(RGS4)
20768,NM_005614,1.02,0.00607,56941.94,6009,RHEB,Homo sapiens,"Ras homolog, mTORC1 binding(RHEB)"
20772,NM_001664,1.1,5.42e-05,462572.26,387,RHOA,Homo sapiens,ras homolog family member A(RHOA)
20777,NM_001160036,2.43,0.0103,7853.33,23221,RHOBTB2,Homo sapiens,Rho related BTB domain containing 2(RHOBTB2)
20784,NM_001665,1.16,0.0148,30217.42,391,RHOG,Homo sapiens,ras homolog family member G(RHOG)
20805,NM_021932,1.36,0.0195,6218.15,60626,RIC8A,Homo sapiens,RIC8 guanine nucleotide exchange factor A(RIC8A)
20824,NM_004292,1.94,0.00595,6918.75,9610,RIN1,Homo sapiens,Ras and Rab interactor 1(RIN1)
20826,NM_024832,3.56,0.0154,20500.96,79890,RIN3,Homo sapiens,Ras and Rab interactor 3(RIN3)
20830,NM_031480,1.49,0.00353,11100.79,83732,RIOK1,Homo sapiens,RIO kinase 1(RIOK1)
20831,NM_153005,1.54,0.004,4039.11,83732,RIOK1,Homo sapiens,RIO kinase 1(RIOK1)
20876,NM_006397,1.05,0.0375,15606.33,10535,RNASEH2A,Homo sapiens,ribonuclease H2 subunit A(RNASEH2A)
20878,NM_024570,1.44,0.0463,3153.78,79621,RNASEH2B,Homo sapiens,ribonuclease H2 subunit B(RNASEH2B)
20924,NM_030963,1.67,0.0381,3985.78,81847,RNF146,Homo sapiens,ring finger protein 146(RNF146)
20978,NM_018150,2.11,0.0193,5077.51,55182,RNF220,Homo sapiens,ring finger protein 220(RNF220)
20982,NM_007219,1.4,0.0355,2253.76,11237,RNF24,Homo sapiens,ring finger protein 24(RNF24)
21007,NM_183043,1.1,0.0359,6182.54,6049,RNF6,Homo sapiens,ring finger protein 6(RNF6)
21010,NM_003958,1.01,0.00929,16373.25,9025,RNF8,Homo sapiens,ring finger protein 8(RNF8)
21021,NM_203385,1.38,0.0499,7510.37,6050,RNH1,Homo sapiens,ribonuclease/angiogenin inhibitor 1(RNH1)
21023,NM_203389,2.14,0.0102,8661.17,6050,RNH1,Homo sapiens,ribonuclease/angiogenin inhibitor 1(RNH1)
21049,NM_005012,4.59,0.0181,8834.38,4919,ROR1,Homo sapiens,receptor tyrosine kinase like orphan receptor 1(ROR1)
21050,NM_001083592,4.66,0.0405,1436.91,4919,ROR1,Homo sapiens,receptor tyrosine kinase like orphan receptor 1(ROR1)
21084,NR_024584,1.76,0.0417,201.66,728855,LINC00623,Homo sapiens,long intergenic non-protein coding RNA 623(LINC00623)
21116,NM_024813,1.53,0.0467,9159.23,79871,RPAP2,Homo sapiens,RNA polymerase II associated protein 2(RPAP2)
21124,NM_025065,1.1,0.0241,16764.89,80135,RPF1,Homo sapiens,ribosome production factor 1 homolog(RPF1)
21172,NR_026982,1.96,0.0181,1628.04,284942,RPL23AP82,Homo sapiens,ribosomal protein L23a pseudogene 82(RPL23AP82)
21195,NM_001007073,1.53,0.0458,58232.6,6161,RPL32,Homo sapiens,ribosomal protein L32(RPL32)
21203,NM_015414,1.05,0.00612,9722.86,25873,RPL36,Homo sapiens,ribosomal protein L36(RPL36)
21216,NM_000969,1.0,0.00146,443121.86,6125,RPL5,Homo sapiens,ribosomal protein L5(RPL5)
21223,NM_033301,1.27,0.0458,247196.13,6132,RPL8,Homo sapiens,ribosomal protein L8(RPL8)
21234,NM_001135771,2.08,0.0189,3262.36,6185,RPN2,Homo sapiens,ribophorin II(RPN2)
21259,NM_001025070,1.54,0.0117,35834.14,6208,RPS14,Homo sapiens,ribosomal protein S14(RPS14)
21260,NM_001025071,2.1,0.0291,770.06,6208,RPS14,Homo sapiens,ribosomal protein S14(RPS14)
21278,NM_001142285,1.6,0.0193,1177.07,6229,RPS24,Homo sapiens,ribosomal protein S24(RPS24)
21329,NM_001128850,3.86,0.0352,393.37,6236,RRAD,Homo sapiens,"RRAD, Ras related glycolysis inhibitor and calcium channel regulator(RRAD)"
21337,NM_012250,2.61,0.00679,9445.26,22800,RRAS2,Homo sapiens,RAS related 2(RRAS2)
21354,NM_001145114,1.31,0.0495,5560.36,23223,RRP12,Homo sapiens,ribosomal RNA processing 12 homolog(RRP12)
21356,NM_015056,1.3,0.0068,68918.87,23076,RRP1B,Homo sapiens,ribosomal RNA processing 1B(RRP1B)
21361,NM_004704,1.69,0.00014,13093.05,9136,RRP9,Homo sapiens,"ribosomal RNA processing 9, U3 small nucleolar RNA binding protein(RRP9)"
21392,NM_012425,2.11,0.00114,41933.18,6251,RSU1,Homo sapiens,Ras suppressor protein 1(RSU1)
21397,NM_003729,1.28,0.0101,20966.02,8634,RTCA,Homo sapiens,RNA 3'-terminal phosphate cyclase(RTCA)
21420,NM_007008,1.51,0.0298,134078.88,57142,RTN4,Homo sapiens,reticulon 4(RTN4)
21421,NM_207520,1.51,0.00891,159629.97,57142,RTN4,Homo sapiens,reticulon 4(RTN4)
21428,NM_031440,4.27,0.0108,19.29,83597,RTP3,Homo sapiens,receptor transporter protein 3(RTP3)
21456,NM_001015051,3.56,0.000523,7075.38,860,RUNX2,Homo sapiens,RUNX family transcription factor 2(RUNX2)
21464,NM_001135999,1.78,0.00159,20727.36,9853,RUSC2,Homo sapiens,RUN and SH3 domain containing 2(RUSC2)
21468,NM_016104,1.36,0.0226,1346.8,51389,RWDD1,Homo sapiens,RWD domain containing 1(RWDD1)
21469,NM_015952,1.5,0.000153,7435.52,51389,RWDD1,Homo sapiens,RWD domain containing 1(RWDD1)
21529,NM_014363,4.24,0.00106,50664.48,26278,SACS,Homo sapiens,sacsin molecular chaperone(SACS)
21554,NM_001161576,1.57,0.0221,25674.14,23034,SAMD4A,Homo sapiens,sterile alpha motif domain containing 4A(SAMD4A)
21555,NM_015589,2.13,0.00134,32511.11,23034,SAMD4A,Homo sapiens,sterile alpha motif domain containing 4A(SAMD4A)
21556,NM_001161577,2.37,0.0132,2124.86,23034,SAMD4A,Homo sapiens,sterile alpha motif domain containing 4A(SAMD4A)
21558,NM_001030060,4.8,0.0328,5202.01,389432,SAMD5,Homo sapiens,sterile alpha motif domain containing 5(SAMD5)
21569,NM_003864,1.53,0.0084,9042.21,8819,SAP30,Homo sapiens,Sin3A associated protein 30(SAP30)
21593,NM_018990,2.83,0.04,7.1,54440,SASH3,Homo sapiens,SAM and SH3 domain containing 3(SASH3)
21600,NM_015265,3.42,0.0364,5649.21,23314,SATB2,Homo sapiens,SATB homeobox 2(SATB2)
21627,NM_020706,1.26,0.0151,10588.03,57466,SCAF4,Homo sapiens,SR-related CTD associated factor 4(SCAF4)
21655,NM_182895,1.42,0.00298,2199.34,91179,SCARF2,Homo sapiens,scavenger receptor class F member 2(SCARF2)
21684,NM_152540,1.11,0.0206,18771.0,152579,SCFD2,Homo sapiens,sec1 family domain containing 2(SCFD2)
21699,NM_014575,5.42,0.00204,7526.36,29970,SCHIP1,Homo sapiens,schwannomin interacting protein 1(SCHIP1)
21710,NM_001037536,2.02,0.021,11910.69,6322,SCML1,Homo sapiens,Scm polycomb group protein like 1(SCML1)
21718,NM_001040142,2.12,0.0407,53.64,6326,SCN2A,Homo sapiens,sodium voltage-gated channel alpha subunit 2(SCN2A)
21719,NM_001040143,2.79,0.0439,111.94,6326,SCN2A,Homo sapiens,sodium voltage-gated channel alpha subunit 2(SCN2A)
21794,NM_001007067,1.74,0.0384,19078.6,6386,SDCBP,Homo sapiens,syndecan binding protein(SDCBP)
21795,NM_001007069,2.21,0.0475,48334.96,6386,SDCBP,Homo sapiens,syndecan binding protein(SDCBP)
21796,NM_005625,2.41,0.00674,35583.85,6386,SDCBP,Homo sapiens,syndecan binding protein(SDCBP)
21802,NM_006643,1.82,0.00875,18576.88,10807,ENTR1,Homo sapiens,endosome associated trafficking regulator 1(ENTR1)
21833,NM_183352,1.07,0.0308,73540.56,6396,SEC13,Homo sapiens,"SEC13 homolog, nuclear pore and COPII coat complex component(SEC13)"
21854,NM_006364,2.2,0.00931,101064.32,10484,SEC23A,Homo sapiens,"SEC23 homolog A, COPII coat complex component(SEC23A)"
21885,NM_031216,1.27,0.0445,81649.58,81929,SEH1L,Homo sapiens,SEH1 like nucleoporin(SEH1L)
21886,NM_001013437,2.16,0.0223,4509.25,81929,SEH1L,Homo sapiens,SEH1 like nucleoporin(SEH1L)
21925,NM_003612,3.17,0.0487,3491.51,8482,SEMA7A,Homo sapiens,semaphorin 7A (JohnMiltonHagen blood group)(SEMA7A)
